"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"ANJ SENENG BNGT","12","0","2025-08-30T11:04:17.000Z","starfire7338","https://www.tiktok.com/@akuratco/video/7544317259754261767","7365052882943198225","7544332746584965906","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/78b17e423effdc8b229e2cad1f02b43b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=43a8b179&x-expires=1756645200&x-signature=OBK7VFEbrxU61i%2FkDKJLBdQ9LYc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"ini dia letak asiknya 🤭","32","0","2025-08-30T11:15:52.000Z","robersanzzz","https://www.tiktok.com/@akuratco/video/7544317259754261767","6990019755836130305","7544335744240796436","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/971fcaf6a2290fa513ad3fa924c50b66~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=48bd7084&x-expires=1756645200&x-signature=aVnwWc4YfxXDMFGTrxJVhUyshi4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"uya kuya sama puan jangan lupa😂","5","0","2025-08-30T10:47:16.000Z","yourrdarlingg","https://www.tiktok.com/@akuratco/video/7544317259754261767","6968394966486860802","7544328352963805960","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/49ac4a6c3c094dead2796a3f811aa7b6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=98f0e3e1&x-expires=1756645200&x-signature=P4Vi1WjImN8mS%2B74mNdEzvvmuvU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"njir bneran di gruduk .. 😂","5","0","2025-08-30T11:42:44.000Z","only_godcant_judge_me","https://www.tiktok.com/@akuratco/video/7544317259754261767","7366334877404677125","7544342655652954888","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/9ffd4cce790d399660bb1b2647f2b485~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=070f8737&x-expires=1756645200&x-signature=Y2Gz9IgRBlyyL8VFQ6oe2jqcw6s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"yg dapet jam RM sini gw bayar 250jt please 😭","2","0","2025-08-30T12:24:53.000Z","kyosuke.365","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7181762662002148378","7544353535266161416","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7b33e2627fa2325be659687348f01894~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1c22d55e&x-expires=1756645200&x-signature=8NcEXQt%2B7mqIp6WETrQ07GRGigM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"caiiirrrr smp banjirrr ini mahhh 😂","2","0","2025-08-30T12:19:12.000Z","aku150817240820","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6573466553236439042","7544352045849215752","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/95cb689c50289dd5021dbd877c632300~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2d542549&x-expires=1756645200&x-signature=KqJ%2B%2FjBQ%2BgbHIrjzP8m%2F3jdVVrA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"nangis ini Sahroni klo liat begini jdi nya","2","0","2025-08-30T12:14:08.000Z","rikisopandi1404","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6965125150439539714","7544350756615504647","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7334084863135318037~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d9f7879a&x-expires=1756645200&x-signature=P9EJnJrSUVa47KjTiVfZ7aAOFA8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"takut banget kalian di tangkepin","2","0","2025-08-30T12:13:39.000Z","keras_seperti_batu","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6863964178328224769","7544350635156898567","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/87b10ce26f1d973ee4c896466f29ae3f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9659a1c4&x-expires=1756645200&x-signature=hUNq5IdArMPzq2QNCYbYToBl4JE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"sibocah pinter tau aja yg mahal","2","0","2025-08-30T12:12:45.000Z","ayam_geprek_pesek_borong","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7174660358656754690","7544350399839568660","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/20855fdd4211c6a41157f4314d4af7ff~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=73ab64fa&x-expires=1756645200&x-signature=4M8ZbihkVRPRFOWa9flKENqMWVQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"mobil² mewahnya mana woiii byk x itu","1","0","2025-08-30T13:22:52.000Z","chandaty_lumbantoruan","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6571409799123402753","7544368457300427541","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/8ad74aa35138cf1481a26cf8718e89e6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=55be8b4c&x-expires=1756645200&x-signature=CMMm4ZcGN38pPEEvIZw7FV9tfUA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"sebenernya ga Tega, tapi karena ucapan nya Sahroni yang memancing masyarakat yah mau gimana lagi","1","1","2025-08-30T13:12:14.000Z","nahsinaufal","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6785871180778226690","7544365726958912276","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/a391f08e8e166bc25e82f52fc82d3dc4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6756b141&x-expires=1756645200&x-signature=GH6NFIJ0VITGcKoonW1yM6T2m0w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"ip gratis weh😫😂🤣","1","0","2025-08-30T12:29:40.000Z","shela.anggraeni1","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7378293050920338433","7544354730790978311","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/5aa895eb5cb27f5ccb5b099f1d54bc43~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4c90834c&x-expires=1756645200&x-signature=A0KteULdA9mnlghbrTAvB5nrECk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"bang tas ny buat mak ny ya 😂","2","0","2025-08-30T12:00:36.000Z","zihanfatimah952","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7080039927329883138","7544347267076178706","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/87b686de6333ec20be332ac194aafdc7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1573c317&x-expires=1756645200&x-signature=xiM78Z6vDwuKyLwrwMNK8Ct91Ac%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Makasih makasih makasih semuanya. Rakyat Indonesia puaaass","1","0","2025-08-30T12:51:12.000Z","indahalhakim","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6899608685870908417","7544360303347565319","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/dc9f11384c66a215bf1a8c68a6ae7513~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c6241b62&x-expires=1756645200&x-signature=T6pEt1pJsfomwe6lhOCKZ6LrnbY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"tiba2 hujan dolar Singapura rumah sahroni🤣🤣🤣","1","0","2025-08-30T13:00:01.000Z","nopafauzy","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6883810529791263746","7544362571418977042","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/546b397ec89f0e8bec65084b6a2bd8e9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bd09bb70&x-expires=1756645200&x-signature=jsE9JPS%2FQeMJjh5m3rQ9jLyZ8po%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"merdeka yg sesungguhnya😁😁","1","0","2025-08-30T12:30:46.000Z","muhamad.rizki7707","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7213598486825976834","7544355045857559314","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/a4687097ce5550aa49b07737ecf87dc9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=85752d16&x-expires=1756645200&x-signature=OwesEIl6z57zazzH4YCWvZuuESc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"nyesel gua ga tetanggaan sama c sahroni😭😭😭","1","0","2025-08-30T12:23:31.000Z","www.iffan.com12","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7025441524424164379","7544353138599510785","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/98bec6eb1acdfc40272278a3a828b162~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f3afb273&x-expires=1756645200&x-signature=Q8H3TOAHkWwg%2BqYE0lkU7CoIwzM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"akhirnya disahkan juga ya..","1","0","2025-08-30T12:09:12.000Z","ummualvika","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7035084601584796698","7544349477245190930","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/9311563effa48d47aba28d1a6ce127d1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8de2d21f&x-expires=1756645200&x-signature=CgMq1PfjPZ4WtYOjpCFa41Z3yXU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"akhirnya rakyat sndri yg mengSahkan uu perampasan aset itu😂","1","0","2025-08-30T12:13:43.000Z","dewiamelia63","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6818813183453824001","7544350631944880903","https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-aiso/c686652bc027ffcbe80f1cf5a7688f40~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=13a2f937&x-expires=1756645200&x-signature=9uXJxhZnPx0m6jf30Q16IPcKVs8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"aku kerja di Singapura sebulan gajih 700 dolar Singapura 😁😁😁","1","0","2025-08-30T12:14:39.000Z","my_girlfriend007","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6985707888607691781","7544350881363444487","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/d6deda8e174e9211c1123d2309b4069b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=591d485a&x-expires=1756645200&x-signature=EVIzrcnKrgZbxArprGJaLv1Eysc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"uu perampasan aset nggak disetujui rakyat bergerak sendiri","1","0","2025-08-30T12:20:38.000Z","slametfitri19","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6835610343772210178","7544352421721768711","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/f67891ce865b48d9a79c65200b36e9f0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6c90bac6&x-expires=1756645200&x-signature=Y%2FI%2B4Q0aXcKWx0eBaXZ5i9DPiGQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"tu kn ruu perampasan aset udah d jlnkn.....","1","0","2025-08-30T12:10:45.000Z","arisusilawaty","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7247032082470306818","7544349872411247368","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/43500dc3ddac16e18be4ad244a479c47~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d6221c42&x-expires=1756645200&x-signature=Wc9ssvVG923iJvjMTRt2eHRLzeo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Jam 11 m tuh","1","0","2025-08-30T12:18:57.000Z","dy188433","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7494519478395962376","7544351997974446856","https://p16-common-sign-va.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2dd706ce&x-expires=1756645200&x-signature=a4CL1L2fq%2FQwo%2FJZ1KjgkLccvGk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Priok mentality ni bos","1","0","2025-08-30T12:26:27.000Z","dhikaptr024","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6558180830982881282","7544353907637486343","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/79ac66b85dca6da1d51f56172cf8a31d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=742436be&x-expires=1756645200&x-signature=vH%2F64hvvxmj07zP4AbYkykkm46M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"yang kocak mah iron man jir🤣","1","0","2025-08-30T12:18:58.000Z","rulzzzzzzz20","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7257565949263545352","7544352000939574017","https://p16-common-sign-va.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2dd706ce&x-expires=1756645200&x-signature=a4CL1L2fq%2FQwo%2FJZ1KjgkLccvGk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Ini nama nya pindah berjamaah 🤣","1","0","2025-08-30T13:26:47.000Z","chikanst_23","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7133087702769140763","7544369471269077768","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/c90703cbc369ce3e7855a6f179ea72d8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2d536fad&x-expires=1756645200&x-signature=EJS1whT4cJY54MCYy2a4VhqNCWg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"11M auto kaya","1","0","2025-08-30T13:27:49.000Z","yafirmdhn_","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7013269464315003906","7544369736672002824","https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/1cc419c0d008504c2b2c0bbe726123de~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c7cfb6fe&x-expires=1756645200&x-signature=tD6fwNP76HvfGcX0FxOR1P3xqTc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"mantap... kembali kerakyat. uang hasil sitaan yg udah didapat KPK aja apa masih ada kah ? gimana ceritanya itu...","1","0","2025-08-30T12:10:19.000Z","msklmylove","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7156494133317796890","7544349772413715217","https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/c12679b2dedf9b8cb75d0267f5ba9ab7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=370e99ac&x-expires=1756645200&x-signature=bVKn4axJmDZLxY%2Fiya9dztCNcGo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kok senang ya lihat nya😊","1","1","2025-08-30T12:56:20.000Z","hidupbaru740","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7205536098125120513","7544361629429973767","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/f6269110e03145f3041ee3a991dc5968~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f45828f0&x-expires=1756645200&x-signature=mFAA3GXvpkJ68nrvIrx9PFeNSXI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"jam tangan 11 M","0","0","2025-08-30T12:19:26.000Z","lvyi_lia","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6781737086217257985","7544352094037525255","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/333599885f99c63c605a48e68ec4240c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8ecce72d&x-expires=1756645200&x-signature=d9MtC7pS2NWUkimHdp8%2FefaAnCM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"anjir woy jam tangan😭","1","0","2025-08-30T12:17:06.000Z","mr.senyap.02","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6964540052311491585","7544351512320770824","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/d59d3bc3964ce01ad1abdcc2a2593575~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cda3457e&x-expires=1756645200&x-signature=z9JmjY4uGF%2FdbNdbklg6Ic9F21Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"bagusssssssss,,,perampasan aset oleh rakyat,,,","0","0","2025-08-30T13:39:14.000Z","erickdjulio2","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7323486843412087810","7544372693676802824","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/5c4887ac294a6ac4ce273fd56e4df978~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5882a518&x-expires=1756645200&x-signature=tozY0Un4hdVt8o137urNRuStBbY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Ironman tanpa kepala bisa apa??","3","1","2025-08-30T13:44:08.000Z","h.anam83","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7155389767994409985","7544373948247638791","https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/eeee9981c32b851b028dd9bbf642b29e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ab793f33&x-expires=1756645200&x-signature=h%2BRQpml2ce6BdqB8db8oJHeKsZ4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Sahroni plg ngilang ke desa nii","2","0","2025-08-30T12:24:01.000Z","seroja290","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6999480024169972763","7544353288096629522","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/606da543710a135c06f4784a362543f6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=730cf2a6&x-expires=1756645200&x-signature=TMR8ucvoazJBiO0uxQe5BUqbzms%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"dari rakyat, untuk rakyat😭😭😭","1","0","2025-08-30T13:20:46.000Z","viooey","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6893465935354397698","7544367930570769160","https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/35c28dfa7b8198164043f58ce3c6d1da~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c27b9cea&x-expires=1756645200&x-signature=iRqexuzt%2BGzNoKxqM3nxP7R88Rs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"jam nya 😭😭😭","1","0","2025-08-30T12:23:05.000Z","yusuf_suhanda","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6815519176431092738","7544353039030567681","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/dd197375186efe1e6fad3882f0fb4dde~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7103954d&x-expires=1756645200&x-signature=Zl5yzB7zIyk2FiNLK4Fw11tGvcc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"aduh knp aku gk ikut demo y🤭😁","1","0","2025-08-30T13:24:01.000Z","nurrulkia77","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7297832556719719426","7544368758937518849","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/2302b62789c852ade1619097fdbb659a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=83cb0126&x-expires=1756645200&x-signature=BlYU9CsC54BzQw4ztumH7RaFunE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"nunggu dpr yo kelamaan😂","1","0","2025-08-30T13:42:25.000Z","mak_ne_arek_arek","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6726294398763533313","7544373496203248400","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/90aa4ac67235872c46d8b2c12fa37209~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e3dc9be7&x-expires=1756645200&x-signature=l2If7bVjE3SMZUxaxqhfhyKiw98%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"yakin sih setelah demo reda pasti ada ja yg jadi cepu, dan yang lain cuci tangan dengan dalih gak mau ikut""an","4","0","2025-08-30T13:17:54.000Z","tiasetianti","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6826923327598298113","7544367190099903250","https://p16-common-sign-va.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2dd706ce&x-expires=1756645200&x-signature=a4CL1L2fq%2FQwo%2FJZ1KjgkLccvGk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"biar adil ya jangan cuman rumah Sahroni,","2","0","2025-08-30T12:22:36.000Z","korban_lambe","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7268984382806082568","7544352909652787985","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/f479c75f0d3f6c31691346a9fe6041e4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=79e5505c&x-expires=1756645200&x-signature=OjFgwOh9ikzbzhqdOUvLBEyq7Xw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Anj tas mhl itu😅😅 nyesel ga ikut wkwk","1","0","2025-08-30T12:24:57.000Z","pinanc1","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7384718941409739781","7544353535456871186","https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/d42b51e0ab78f32b0fb6d133f7cc5d57~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7d4dc671&x-expires=1756645200&x-signature=GpmHQF4Rv6L6CW6z4f49MZWlncs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Tolong yg dapat tas jangan sampek di jual di pasar loak","1","0","2025-08-30T12:35:49.000Z","dindanisa777","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7193310297532220418","7544356334151058184","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/f63d1b52518e1504302a526c9e9abb47~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1244a305&x-expires=1756645200&x-signature=dC7KNsnb6UOLmYHVHNOcgI6SdXk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Hebat..!!
Rakyat berdaulat adil & makmur.","1","0","2025-08-30T12:23:01.000Z","airasentanu","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6604840878500577282","7544353036224742151","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7333712629501788167~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=004bb545&x-expires=1756645200&x-signature=XS4dumAnLD3qpRmlKR29ch3faGo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"bagus sih 🤣","3","0","2025-08-30T12:15:37.000Z","ruthsaragih17","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6968008929209484293","7544351141740790546","https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/98cde721f268cdc4d833152060d5c436~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2512eb4e&x-expires=1756645200&x-signature=NM4sOnfhXdgU0UEYfzzowSOlLu4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"karna kalo dpr lama maka nya rakyat turun langsung 🤣🤣","1","0","2025-08-30T12:22:19.000Z","krishaputri","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6771002409995437057","7544352852895630081","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/07d201966dd7e2b2bbea6118f23eaadf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=36b219ff&x-expires=1756645200&x-signature=kIjW4TNVHSC7d6P6F6tQD3StNrE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"dari rakyat kembali ke rakyat","1","0","2025-08-30T12:19:17.000Z","ikhdin.alsyarawi22","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7466713280456819728","7544352081739023122","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/e6a5480e6a1bacf9b8b85341f30b1b61~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4e4427f5&x-expires=1756645200&x-signature=i%2FBKp2QjgIWLPql4P%2FtWEuR%2F2Tg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Tas nya masih laku 10jt an.. jam nya agak susah krn klo bnr2 bkn penadah bakal di laporin malah sm yg pemilik toko,krn jual jam RM ga gampang. klo pun ada penadah paling berani ambil di harga 50jt an.. iron man yg bingung..krn itu mahal banget ratusan jg cuma udh kepecah belah bagian tubuhnya😭😭","1","0","2025-08-30T12:53:25.000Z","gemini_girls87","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6628674689948893185","7544360862112596754","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/1957f8f104d687c6bd647ff472da77fd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ae21df00&x-expires=1756645200&x-signature=RXdR5vfktWaXLthwvFipmWDBnno%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"woiiii kayanya seru tuh gua ga diajak🗿","17","0","2025-08-30T11:37:18.000Z","armsy__","https://www.tiktok.com/@akuratco/video/7544317259754261767","7147678569169519617","7544341258887021320","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b00483b2e5c7c5205e8bb196ca2703ea~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=7dfd8404&x-expires=1756645200&x-signature=dL0IDVI0m6l4k8chT%2FCZYHvhDw8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
